ACR, 11.45, 08:30
ACR, 11.6669, 08:42
ACR, 11.51, 08:48
ACR, 11.5604, 08:49
ACR, 11.61, 08:50
ACR, 11.56, 08:51
ACR, 11.56, 08:54
ACR, 11.67, 09:38
ACR, 11.75, 09:40
ACR, 11.83, 09:42
ACR, 11.66, 09:45
ACR, 11.8386, 09:51
ACR, 11.84, 09:55
ACR, 11.84, 10:06
ACR, 11.84, 10:12
ACR, 11.84, 10:17
ACR, 11.95, 11:07
ACR, 11.946, 11:15
ACR, 11.99, 11:16
ACR, 11.99, 11:17
ACR, 12.01, 11:22
ACR, 12.13, 11:27
ACR, 12.14, 11:37
ACR, 12.12, 11:38
ACR, 12.12, 11:41
ACR, 12.05, 12:00
ACR, 12.18, 12:05
ACR, 12.07, 12:07
ACR, 12.18, 12:09
ACR, 12.2, 12:13
ACR, 12.2526, 12:15
ACR, 12.3121, 12:16
ACR, 12.36, 12:27
ACR, 12.32, 12:35
ACR, 12.369, 12:39
ACR, 12.36, 12:49
ACR, 12.37, 12:58
ACR, 12.3565, 13:02
ACR, 12.43, 13:03
ACR, 12.5, 13:07
ACR, 12.5, 13:11
ACR, 12.5008, 13:13
ACR, 12.53, 13:15
ACR, 12.545, 13:25
ACR, 12.5397, 13:26
ACR, 12.5392, 13:27
ACR, 12.57, 13:35
ACR, 12.545, 13:37
ACR, 12.575, 13:42
ACR, 12.565, 13:44
ACR, 12.5537, 13:45
ACR, 12.53, 13:58
ACR, 12.5, 13:59
ACR, 12.48, 14:04
ACR, 12.52, 14:13
ACR, 12.56, 14:18
ACR, 12.54, 14:19
ACR, 12.5101, 14:40
ACR, 12.53, 14:43
ACR, 12.48, 14:49
ACR, 12.47, 14:52
ACR, 12.48, 14:56
ACR, 12.48, 14:57
ACR, 12.48, 14:58
ACR, 12.46, 14:59
ACR, 12.48, 15:00
