ACII, 9.83, 20220309 08:15:00
ACII, 9.78, 20220309 08:30:00
ACII, 9.76, 20220309 09:06:00
ACII, 9.75, 20220309 10:20:00
ACII, 9.77, 20220309 10:22:00
ACII, 9.77, 20220309 10:25:00
ACII, 9.77, 20220309 10:31:00
